0.285,0.25,0.254
0.246,0.285,0.257
0.271,0.304,0.304
0.278,0.271,0.288
0.269,0.278,0.285
0.227,0.269,0.280
0.264,0.227,0.272
0.265,0.264,0.271
0.272,0.265,0.270
0.276,0.272,0.270
0.246,0.276,0.271
0.253,0.246,0.268
0.289,0.289,0.267
0.263,0.289,0.273
0.244,0.263,0.271
0.234,0.244,0.267
0.246,0.234,0.263
0.266,0.303,0.289
0.286,0.266,0.277
0.293,0.286,0.281
0.283,0.293,0.284
0.311,0.269,0.253
0.284,0.311,0.274
0.255,0.284,0.276
0.242,0.237,0.228
0.263,0.277,0.269
0.238,0.263,0.267
0.244,0.238,0.260
0.235,0.244,0.257
0.241,0.235,0.253
0.302,0.27,0.264
0.28,0.302,0.282
0.285,0.28,0.281
0.272,0.285,0.282
0.272,0.286,0.270
0.282,0.272,0.271
0.247,0.282,0.274
0.251,0.247,0.267
0.255,0.251,0.264
0.296,0.255,0.263
0.303,0.263,0.264
0.262,0.303,0.268
0.231,0.262,0.267
0.238,0.231,0.265
0.287,0.239,0.239
0.28,0.287,0.264
0.294,0.28,0.269
0.291,0.294,0.275
0.288,0.291,0.278
0.342,0.288,0.280
0.27,0.342,0.287
0.264,0.291,0.268
0.287,0.208,0.198
0.218,0.287,0.237
0.266,0.218,0.232
0.225,0.226,0.232
0.226,0.225,0.231
0.27,0.226,0.230
0.206,0.27,0.235
0.268,0.255,0.255
0.262,0.268,0.263
0.271,0.262,0.263
0.281,0.271,0.265
0.292,0.281,0.269
0.282,0.292,0.272
0.299,0.282,0.274
0.329,0.299,0.277
0.277,0.296,0.285
0.315,0.277,0.284
0.229,0.315,0.286
0.278,0.229,0.282
0.284,0.278,0.282
0.268,0.273,0.248
0.247,0.268,0.256
0.26,0.247,0.254
0.261,0.26,0.255
0.311,0.262,0.253
0.334,0.311,0.275
0.263,0.334,0.291
0.276,0.263,0.283
0.314,0.276,0.282
0.236,0.314,0.288
0.266,0.236,0.281
0.26,0.282,0.261
0.29,0.26,0.260
0.357,0.29,0.270
0.317,0.357,0.285
0.311,0.317,0.291
0.274,0.311,0.295
0.328,0.274,0.292
0.297,0.328,0.296
0.281,0.297,0.296
0.275,0.292,0.278
0.309,0.275,0.277
0.308,0.309,0.287
0.269,0.308,0.291
0.297,0.269,0.287
0.265,0.297,0.289
0.285,0.265,0.286
0.255,0.285,0.286
0.217,0.255,0.282
0.262,0.293,0.293
0.263,0.295,0.294
0.282,0.277,0.266
0.27,0.254,0.246
0.264,0.27,0.254
0.31,0.264,0.257
0.276,0.31,0.267
0.262,0.276,0.268
0.25,0.262,0.267
0.291,0.25,0.265
0.251,0.291,0.268
0.289,0.251,0.267
0.267,0.289,0.269
0.248,0.267,0.269
0.29,0.275,0.259
0.265,0.29,0.272
0.257,0.265,0.270
0.24,0.257,0.267
0.334,0.24,0.262
0.273,0.306,0.287
0.307,0.273,0.283
0.267,0.307,0.288
0.263,0.29,0.280
0.293,0.275,0.260
0.293,0.293,0.275
0.238,0.293,0.281
0.27,0.238,0.271
0.253,0.27,0.271
0.28,0.253,0.268
0.283,0.28,0.270
0.234,0.283,0.271
0.275,0.234,0.268
0.269,0.255,0.267
0.26,0.269,0.267
0.245,0.254,0.263
0.292,0.331,0.311
0.288,0.292,0.304
0.316,0.288,0.300
0.265,0.256,0.259
0.221,0.265,0.261
0.274,0.221,0.252
0.301,0.274,0.257
0.25,0.301,0.264
0.251,0.263,0.238
0.222,0.251,0.242
0.262,0.287,0.282
0.29,0.278,0.279
0.283,0.29,0.283
0.271,0.218,0.229
0.241,0.271,0.248
0.252,0.241,0.246
0.284,0.289,0.253
0.304,0.31,0.270
0.34,0.304,0.277
0.313,0.34,0.289
0.308,0.313,0.293
0.331,0.308,0.295
0.298,0.331,0.300
0.294,0.298,0.300
0.276,0.257,0.247
0.295,0.276,0.261
0.277,0.295,0.272
0.287,0.277,0.274
0.318,0.287,0.276
0.302,0.318,0.282
0.288,0.302,0.285
0.309,0.288,0.285
0.325,0.309,0.288
0.294,0.325,0.292
0.253,0.292,0.291
0.264,0.253,0.288
0.281,0.264,0.287
0.211,0.293,0.271
0.285,0.211,0.256
0.267,0.285,0.264
0.262,0.267,0.264
0.233,0.262,0.264
0.28,0.233,0.260
0.261,0.28,0.262
0.218,0.261,0.262
0.271,0.257,0.253
0.276,0.3,0.282
0.235,0.289,0.289
0.222,0.235,0.264
0.281,0.222,0.252
0.223,0.267,0.259
0.255,0.26,0.260
0.242,0.255,0.258
0.2,0.242,0.252
0.253,0.2,0.239
0.301,0.258,0.270
0.263,0.301,0.280
0.316,0.263,0.276
0.3,0.316,0.285
0.295,0.264,0.284
0.256,0.295,0.285
0.325,0.361,0.357
0.368,0.325,0.344
0.357,0.368,0.351
0.363,0.357,0.352
0.366,0.363,0.354
0.33,0.366,0.356
0.302,0.33,0.352
0.332,0.302,0.346
0.259,0.332,0.345
0.302,0.259,0.338
0.311,0.324,0.334
0.254,0.266,0.266
0.262,0.254,0.259
0.271,0.262,0.260
0.244,0.271,0.262
0.261,0.223,0.223
0.283,0.261,0.245
0.248,0.283,0.258
0.301,0.248,0.256
0.292,0.301,0.265
0.311,0.292,0.269
0.336,0.311,0.275
0.308,0.294,0.286
0.291,0.308,0.288
0.303,0.291,0.288
0.328,0.306,0.289
0.37,0.328,0.292
0.302,0.259,0.257
0.288,0.302,0.276
0.259,0.288,0.279
0.283,0.259,0.275
0.256,0.283,0.276
0.27,0.256,0.273
0.267,0.264,0.271
0.275,0.267,0.271
0.263,0.254,0.251
0.3,0.256,0.256
0.274,0.3,0.279
0.281,0.274,0.277
0.28,0.281,0.278
0.302,0.28,0.279
0.249,0.302,0.283
0.265,0.249,0.279
0.29,0.265,0.277
0.329,0.29,0.278
0.287,0.329,0.284
0.297,0.287,0.284
0.267,0.241,0.271
0.242,0.261,0.262
0.283,0.284,0.261
0.256,0.256,0.259
0.202,0.256,0.259
0.248,0.202,0.254
0.222,0.248,0.253
0.233,0.267,0.272
0.223,0.233,0.261
0.266,0.223,0.253
0.252,0.266,0.256
0.251,0.252,0.255
0.331,0.251,0.255
0.278,0.331,0.265
0.294,0.278,0.267
0.251,0.294,0.270
0.254,0.242,0.258
0.249,0.3,0.276
0.24,0.264,0.263
0.236,0.24,0.258
0.26,0.236,0.254
0.277,0.26,0.255
0.285,0.277,0.258
0.26,0.259,0.256
0.336,0.323,0.305
0.296,0.336,0.318
0.249,0.25,0.250
0.25,0.249,0.250
0.211,0.25,0.250
0.275,0.211,0.242
0.305,0.275,0.250
0.248,0.305,0.259
0.28,0.248,0.257
0.294,0.28,0.260
0.241,0.294,0.265
0.267,0.241,0.262
0.267,0.246,0.263
0.272,0.224,0.226
0.251,0.272,0.242
0.218,0.251,0.245
0.251,0.218,0.239
0.24,0.251,0.241
0.245,0.24,0.241
0.246,0.25,0.242
0.304,0.309,0.309
0.329,0.304,0.307
0.291,0.329,0.315
0.285,0.291,0.308
0.295,0.285,0.304
0.26,0.295,0.302
0.266,0.26,0.296
0.31,0.3,0.298
0.297,0.31,0.302
0.264,0.297,0.301
0.277,0.264,0.293
0.256,0.277,0.290
0.257,0.261,0.251
0.279,0.257,0.254
0.254,0.27,0.270
0.297,0.254,0.262
0.255,0.297,0.274
0.248,0.255,0.269
0.243,0.248,0.265
0.302,0.28,0.277
0.288,0.302,0.283
0.235,0.288,0.284
0.275,0.268,0.253
0.264,0.275,0.262
0.22,0.291,0.273
0.246,0.22,0.257
0.26,0.277,0.252
0.293,0.26,0.254
0.308,0.282,0.270
0.333,0.308,0.291
0.312,0.333,0.306
0.294,0.312,0.308
0.329,0.294,0.305
0.39,0.329,0.310
0.31,0.301,0.316
0.29,0.335,0.316
0.29,0.29,0.314
0.306,0.29,0.312
0.282,0.306,0.312
0.329,0.282,0.310
0.255,0.329,0.311
0.285,0.255,0.308
0.266,0.285,0.307
0.246,0.266,0.255
0.253,0.246,0.254
0.224,0.228,0.213
0.185,0.224,0.217
0.229,0.185,0.208
0.262,0.266,0.219
0.228,0.262,0.226
0.203,0.228,0.226
0.237,0.203,0.224
0.221,0.237,0.225
0.258,0.263,0.258
0.315,0.258,0.258
0.288,0.315,0.280
0.285,0.288,0.283
0.299,0.285,0.283
0.279,0.299,0.286
0.298,0.279,0.285
0.304,0.298,0.287
0.313,0.304,0.289
0.311,0.313,0.291
0.297,0.311,0.293
0.306,0.297,0.293
0.309,0.306,0.294
0.301,0.309,0.295
0.272,0.301,0.296
